ID,Common_name,Latitude,Longitude
10507,Red howler monkey,-12.48102,-70.184495
10509,Peruvian spider monkey,-12.48102,-70.184495
10510,Peruvian squirrel monkey,-12.48102,-70.184495
10511,Giant otter,-12.48102,-70.184495
10512,South American tapir,-12.48102,-70.184495
10519,Capybara,-12.48102,-70.184495
10520,Jaguar,-12.48102,-70.184495
10555,Golden jackal,46.348764,19.128822
10576,Alpine marmot,46.1,11.86667
10577,Alpine marmot,46.16667,11.96667
10618,Musk ox,62.4,12.51667
10683,Iberian lynx,38.26667,-3.96667
10684,Iberian lynx,38.26667,-4.23333
10685,Iberian lynx,36.93333,-6.35
10686,Minke whale,57.73333,-2.68333
10687,Minke whale,66.56667,9.43333
10688,Minke whale,59.28333,1.21667
10689,Minke whale,66.93333,12.16667
10690,Iberian lynx,36.93333,-6.35
10691,Iberian lynx,38.26667,-4.1
10692,Alpine ibex,46.73333,7.91667
10693,Wild boar / Wild pig,43.066667,-6.133333
10694,Alpine ibex,46.63333,8.1
10695,Alpine ibex,46,7.36667
10696,Alpine ibex,46.95,9.38333
10697,Iberian lynx,37.91667,-4.75
10698,Fin whale,43.17417,8.31111
10699,Wild boar / Wild pig,47.16667,19.48333
10700,Wild boar / Wild pig,52.43333,16.38333
10701,Wild boar / Wild pig,55.53333,30.11667
10702,European roe deer,48.71667,4.93333
10703,Elk / moose,55.53333,30.11667
10704,European roe deer,55.53333,30.11667
10705,Grey wolf / Gray wolf,55.53333,30.11667
10706,Wild boar / Wild pig,43.13333,11.18333
10707,European roe deer,46.08333,-0.41667
10708,Wild boar / Wild pig,44.45,9.15
10709,European roe deer,50.83333,-2.71667
10710,Alpine ibex,44.64806,5.88389
10711,Wild boar / Wild pig,41.68333,12.4
10712,European roe deer,59.4,18.2
10713,Alpine ibex,46.66667,10.2
10714,Alpine ibex,46.7,7.75
10715,European roe deer,50.86667,-1.63333
10716,European bison,54.5,28.18333
10717,Alpine ibex,46.66667,9.3
10718,Alpine ibex,46.41667,9.95
10719,European bison,53.7775,35.72278
10720,European bison,49.33333,22
10722,Bottlenose dolphin,57.88333,-3.3
10723,European bison,49.22222,31.77333
10724,Bottlenose dolphin,56.06667,-6.4
10725,Pine marten / European pine marten,52.71667,23.9
10726,Bottlenose dolphin,38.96667,20.96667
10727,European bison,54.12278,22.04361
10728,European bison,53.21778,23.24944
10729,European bison,53.46583,15.18194
10730,Pine marten / European pine marten,64.56667,27.53333
10731,Pine marten / European pine marten,60.73333,23.1
10732,Red fox,64.56667,27.53333
10733,Red fox,60.73333,23.1
10734,European bison,52.66667,23.83333
10735,Pine marten / European pine marten,59.73333,15.46667
10736,Bottlenose dolphin,52.13333,-4.63333
10738,European bison,52.53444,24.0025
10739,European roe deer,42.73083,25.16917
10740,Wild boar / Wild pig,42.73083,25.16917
10741,Bottlenose dolphin,52.15,-4.45
10742,Bottlenose dolphin,52.13333,-4.53333
10743,Bottlenose dolphin,52.4,-4.08333
10747,Bottlenose dolphin,52.2,-4.35
10748,Pine marten / European pine marten,52.03333,-9.58333
10749,Bottlenose dolphin,52.21667,-4.35
10750,Pine marten / European pine marten,52.01667,-9.51667
10751,Pine marten / European pine marten,51.96667,-9.58333
10752,Pine marten / European pine marten,51.96667,-9.55
10753,Bottlenose dolphin,36.65,-2.63333
10754,Grey wolf / Gray wolf,44.16667,7.51667
10755,Eurasian lynx,42.43333,19.88333
10765,Eurasian lynx,43.95,20.86667
10776,Grizzly bear / Brown bear,49,32
10778,Grizzly bear / Brown bear,47.73333,14.73333
10780,Grizzly bear / Brown bear,43.06667,1.03333
10781,Grizzly bear / Brown bear,42.75,1.15
10782,Grizzly bear / Brown bear,49.11667,18.93333
10783,Grey wolf / Gray wolf,49.63333,19.26667
10801,Harbour porpoise,57.68333,-2
10804,Killer whale / Orca,57.75,-2.56667
10807,Humpback whale,49.33333,-23.71667
10825,Long-finned pilot whale,35.96667,-5.55
10833,Spanish ibex,36.83333,-3.86667
10836,Spanish ibex,40.81667,0.16667
10838,Spanish ibex,40.3,-5.08333
10841,Spanish ibex,37.88333,-2.85
10847,Long-finned pilot whale,57.68333,-2
10848,Greater one-horned rhino,26.61667,93.4
10849,Elk / moose,65.48333,32.23333
10850,Greater one-horned rhino,26.61667,88.36667
10851,Greater one-horned rhino,26.69972,88.79972
10852,Greater one-horned rhino,26.21667,92.05
10853,Greater one-horned rhino,26.61667,92.48333
10854,Elk / moose,64.41667,32.88333
10855,Elk / moose,65.8,27.43333
10856,Elk / moose,63.16667,26.61667
10857,Elk / moose,61.2,25.1
10858,Elk / moose,61.48333,33.65
10860,Stoat / Short-tailed weasel / Ermine,65.48333,32.23333
10861,Stoat / Short-tailed weasel / Ermine,64.25,32.88333
10862,Stoat / Short-tailed weasel / Ermine,61.48333,33.65
10863,Stoat / Short-tailed weasel / Ermine,65.8,27.43333
10864,Stoat / Short-tailed weasel / Ermine,63.16667,26.61667
10865,Stoat / Short-tailed weasel / Ermine,61.2,25.1
10867,Bottlenose dolphin,45,13
10869,Short-beaked common dolphin,38.66667,20.83333
10870,Short-beaked common dolphin,57.84167,-3.3825
10871,Short-beaked common dolphin,48.26389,-5.09306
10872,Striped dolphin,48.26389,-5.09306
10873,Harbour porpoise,48.26389,-5.09306
10891,Pyrenean chamois,42.95,-0.88333
10897,Pyrenean chamois,42.73,-0.99
10898,Pyrenean chamois,42.83333,-0.83333
10914,Black and gold howler monkey,-27.5,-58.68333
10915,Guanaco,-31.11667,-67.78333
10933,Grey seal,59.6,18.75
10934,Grey seal,50.25,-5.4
10939,Capybara,7.5,-69.43333
10942,Black-handed spider monkey,9.15,-79.83333
10950,Sumatran orangutan,3.683333,97.65
10952,Bornean orangutan,1.6,117.16667
10964,Degu,-30.63333,-71.66667
11008,Tiger,43,133.73333
11009,Tiger,42.91667,133.23333
11010,Tiger,43.76667,132.06667
11011,Tiger,45.65,134.65
11012,Tiger,46.53333,135.38333
11013,Grey seal,57.56667,11.38333
11014,Tiger,43.25,131.46667
11015,Tiger,43.8,134.5
11016,Tiger,48.08333,135.65
11017,Tiger,48.08333,139.18333
11018,Tiger,48.18333,134.86667
11019,Tiger,48.78333,136.35
11020,Tiger,47.65,135.68333
11021,Tiger,43.68333,132.18333
11022,Tiger,45.26667,136.2
11023,Tiger,44.76667,134.31667
11024,Tiger,45.41667,136.81667
11025,Grey seal,55.01667,12.7
11026,Tiger,30.11667,78.05
11027,Grey seal,54.65111,11.73306
11028,Tiger,29.45,79.13333
11029,Grey seal,54,8
11030,Tiger,28.46667,80.7
11031,Tiger,27.75,82.05
11032,Grey seal,53.35,5.1
11033,Tiger,27.05,84.16667
11034,Grey seal,48.394106,-4.959569
11035,Tiger,26.31667,76.65
11036,Tiger,22.3,80.26667
11037,Tiger,19.78333,75.68333
11038,Tiger,22.38333,81.38333
11039,Tiger,20.63333,84.65
11040,Tiger,15.8,78.71667
11041,Tiger,13.25,75.16667
11042,Tiger,10.31667,76.98333
11043,Tiger,10.4,76.46667
11044,Tiger,26.76667,93.5
11045,European badger,51.7,-2.26667
11046,Tiger,23.58333,92.4
11047,Tiger,14.91667,98.58333
11048,Tiger,-0.56667,101.36667
11049,Tiger,46.73333,136.55
11050,Tiger,27.53333,84.46667
11051,Tiger,45.77,126.69
11052,Tiger,12.01667,76.15
11053,Tiger,24.58333,80
11054,Finless porpoise,34.41667,133.88333
11055,Finless porpoise,34.41667,133.88333
11056,Finless porpoise,34.05,132.56667
11057,Finless porpoise,34.05,132.56667
11058,Finless porpoise,32.86667,130.38333
11059,Finless porpoise,32.63333,130.4
11060,Finless porpoise,32.58333,129.96667
11061,Finless porpoise,32.56667,130.16667
11062,Finless porpoise,30.15,115.25
11063,Finless porpoise,31.86667,118.55
11064,Finless porpoise,31.56667,118.36667
11065,Finless porpoise,31.16667,118.01667
11066,Finless porpoise,30.76667,117.61667
11067,Finless porpoise,30.48333,117.01667
11068,Finless porpoise,30.16667,116.85
11069,Finless porpoise,29.85,116.38333
11070,Indus blind dolphin / Indus River dolphin,28.06667,69.16667
11072,Guiana dolphin / Tucuxi,-17.5,-39.5
11074,Amazon river dolphin / Boto,-2.45,-65.4
11075,Irrawady dolphin,13.18333,105.98333
11080,Ganges River dolphin,26.17806,91.27389
11081,Ganges River dolphin,27.03333,94.11667
11082,Ganges River dolphin,26.56667,92.73333
11085,Amazon river dolphin / Boto,-3.58333,-64.75
11086,Amazon river dolphin / Boto,-3.58333,-64.75
11087,Irrawady dolphin,13.33333,105.93333
11088,Guiana dolphin / Tucuxi,-26.2,-48.63333
11089,Finless porpoise,29.03333,116.26667
11090,Finless porpoise,29.925,116.68389
11091,Ganges River dolphin,28.48333,81.21667
11097,South Andean deer / Huemul,-47.2,-72.45
11100,Wolverine,62.23333,10.46667
11103,Wolverine,64.45,11.75
11104,Wolverine,69.36667,18.75
11105,Wolverine,70.13333,24.4
11106,Wolverine,62.48333,15.75
11107,African lion / Asiatic lion,21.11667,70.78333
11108,Striped hyena,21.11667,70.78333
11119,Harbour seal,50.99444,1.91528
11120,Harbour seal,57.76722,-3.74139
11121,Harbour seal,54.25417,8.7525
11122,Harbour seal,53.82333,8.12333
11123,Harbour seal,53.2125,5.19556
11127,Malagasy giant jumping rat,-20.05,44.65
11128,African elephant,-7.5,35
11129,African buffalo / Cape buffalo,-7.5,35
11130,Bonobo,0.18333,22.61667
11134,Grey mouse-lemur,-16.31667,46.8
11135,Elk / moose,55,40
11138,Elk / moose,53.90583,23.27194
11142,Elk / moose,62.8675,10.47306
11143,Elk / moose,68,27
11144,Elk / moose,60.70278,23.76028
11145,Elk / moose,62.72389,25.75889
11146,Elk / moose,64.60139,27.24639
11147,Elk / moose,47.88806,41.08278
11148,Elk / moose,47.91472,35.29806
11149,Impala / Black-faced impala,-7.50139,35
11150,Burchell's zebra / Plains zebra / Common zebra,-7.50139,35
11151,Giraffe,-7.50139,35
11152,Black rhinoceros,-7.50139,35
11153,Tatra chamois / Alpine chamois,48.91,19.86222
11154,Tatra chamois / Alpine chamois,46.66667,10.2
11155,Pyrenean chamois,43.05,0.21667
11156,Tatra chamois / Alpine chamois,45.66667,6.21667
11157,Tatra chamois / Alpine chamois,45.66667,6.21667
11166,Red deer / Elk,54.75833,-2.69528
11167,Red deer / Elk,48.66667,19.5
11169,Red deer / Elk,47,20
11170,Red deer / Elk,47,8.00139
11171,Red deer / Elk,46.25,15.16667
11175,Red deer / Elk,59.98333,6.01667
11176,Red deer / Elk,48.08333,7
11178,Red deer / Elk,57.01667,-6.28333
11180,Red deer / Elk,45.20139,2.91528
11195,Hippopotamus,-6.8,31.03333
11196,Hippopotamus,-1.41667,34.91667
11199,Indo-Pacific humpbacked dolphin,22.34111,113.95889
11200,Hainan eld's deer,19.1,108.8
11203,Black rhinoceros,-2.31667,36.43333
11204,Black rhinoceros,-0.83333,36.33333
11205,Black rhinoceros,-3.05,38.13333
11275,Leopard,43.05417,131.36833
11276,Brown hyaena,-32,26
11277,Spotted hyaena,-1.50111,35.23806
11278,Serval,-32,26
11279,Asiatic black bear,38,128
11280,Asiatic black bear,35.31667,127.71667
11281,Asiatic black bear,38,127.8
11282,Asiatic black bear,37.78333,128.53333
11283,Asiatic black bear,38.21667,128.18333
11284,Spotted hyaena,-32,26
11285,Spotted hyaena,-6.79528,31.23806
11286,Sea otter,49.39333,-126.75889
11287,Sea otter,51.66528,-128.21167
11288,Sea otter,52.14028,-173.30278
11289,Sea otter,52.88528,172.95444
11290,Sea otter,54.99694,166.30833
11291,Sea otter,54.69389,167.74833
11292,Snow leopard,49.8,91.25
11294,Snow leopard,50.36667,91.08333
11295,Side-striped jackal,-2.54111,35.15167
11296,Giant otter,-4.48333,-71.78333
11297,Mountain lion / Puma / Cougar,47.18333,-120.95
11298,Mountain lion / Puma / Cougar,26.2,-80.9
11299,European badger,52.15028,5.15083
11300,European badger,51.815355,19.887792
11301,Squirrel glider,-27.46667,153.1
11422,Antarctic fur seal,-37.83333,77.51667
11423,Sub-antarctic fur seal,-37.83333,77.51667
11426,Australian snubfin dolphin,-19.16667,146.83333
11427,Indo-Pacific humpbacked dolphin,-19.16667,146.83333
11446,Green monkey,17.245744,-62.636547
11470,Pyrenean chamois,42.565519,0.929664
11471,Wild boar / Wild pig,46.194167,6.009167
11472,European roe deer,59.666667,15.416667
11473,European roe deer,47,20
11474,Wild boar / Wild pig,47,20
11475,European roe deer,43.796376,5.16386
11476,European roe deer,55.350866,21.358781
11477,European roe deer,48.549228,1.960452
11478,Wild boar / Wild pig,52.75,24
11479,Red fox,51.8,19.883333
11480,Red deer / Elk,52.75,24
11481,European roe deer,52.75,24
11482,European roe deer,44.076944,11.741667
11483,Red fox,55,31
11484,European roe deer,44.076944,11.741667
11485,Red fox,55,29
11486,Red fox,60.780556,22.5
11487,Bank vole,55,31
11488,Bank vole,55,29
11489,Red deer / Elk,48.766667,17.083333
11490,Red fox,66.355,25.664167
11491,Red fox,63.626667,27.641667
11492,European roe deer,48.766667,17.083333
11493,European roe deer,43.216667,0.866667
11494,Red deer / Elk,54.710342,17.282753
11495,Red fox,47.508333,5.033333
11496,European roe deer,52.13333,16.733333
11499,European roe deer,52.454336,0.668793
11500,European roe deer,52.454336,0.668793
11502,Grey seal,65.730466,13.026697
11503,Pyrenean chamois,42.816389,-6.865
11512,Red fox,47.280556,5.227778
11513,Red fox,47.25,4.766667
11514,Red fox,47.233333,5.222222
11515,Red fox,47.35,5.433333
11516,Red fox,47.55,5.45
11517,Red fox,47.197222,5.378889
11518,Red fox,47.4,5.158333
11519,Red fox,47.95,4.505556
11521,Grey seal,54.158414,-10.200806
11523,Grey seal,52.101866,-10.538635
11524,Grey seal,62,21
11527,Grey seal,59.5,24.5
11530,Grey seal,63.8,-16.6
11534,Harbour seal,54.622978,11.524658
11535,Harbour seal,55.627996,12.759247
11536,Harbour seal,55.072274,11.755371
11537,Harbour seal,55.070898,12.189674
11538,West Indian manatee,17.072539,-88.28064
11540,Grey seal,60.403002,21.058044
11541,Pyrenean chamois,43.109167,-6.307778
11543,Pyrenean chamois,43.140278,-5.235833
11544,Pyrenean chamois,43.158056,-4.795
11545,Pyrenean chamois,43.135833,-4.703333
11546,Harbour seal,55.472627,12.843018
11548,Harbour seal,54.610255,11.749878
11549,Pyrenean chamois,43.106944,-4.752778
11550,Pyrenean chamois,43.150556,-4.466944
11552,Pyrenean chamois,42.939722,-4.568889
11553,Pyrenean chamois,43.101389,-4.265278
11554,Pyrenean chamois,42.999722,-4.584444
11555,Pyrenean chamois,42.8025,-6.719167
11557,European roe deer,55.29241,23.970795
11558,Red deer / Elk,55.29241,23.970795
11559,Green monkey,13.166667,-59.533333
11560,Pyrenean chamois,42.599598,1.104126
11562,Pyrenean chamois,42.38898,2.232971
11564,Pyrenean chamois,42.447781,1.7276
11565,Pyrenean chamois,42.281373,1.667175
11566,Pyrenean chamois,42.550045,1.571045
11583,Humpback whale,-21.453069,165.673828
11590,Humpback whale,-19.570142,-174.699097
11591,Humpback whale,-17.313932,-149.93042
11619,Green monkey,13.166667,-59.533333
11620,West Indian manatee,17.471847,-88.080826
11651,Black rhinoceros,-3.166667,35.583333
11747,Red kangaroo,-32.467481,142.292862
11748,Red kangaroo,-32.467481,142.292862
11749,Western grey kangaroo,-32.467481,142.292862
11750,Western grey kangaroo,-32.467481,142.292862
11752,Greater false vampire bat,9.966667,78.166667
11753,Banded linsang,-5.375398,104.258881
11754,Banded palm civet,-5.375398,104.258881
11755,Binturong,-5.375398,104.258881
11756,Clouded leopard,-5.375398,104.258881
11757,Asian elephant,-5.375398,104.258881
11758,Asiatic golden cat,-5.375398,104.258881
11760,Leopard cat,-5.375398,104.258881
11761,Marbled cat,-5.375398,104.258881
11762,Masked palm civet,-5.375398,104.258881
11763,Moonrat,-5.375398,104.258881
11764,Greater mouse deer,-5.375398,104.258881
11765,Sunda otter civet,-5.375398,104.258881
11766,Sunda pangolin,-5.375398,104.258881
11767,Long-tailed macaque,-5.375398,104.258881
11769,Sumatran rhinoceros,-5.375398,104.258881
11770,Sambar,-5.375398,104.258881
11771,Small-toothed palm civet,-5.375398,104.258881
11772,Sun bear,-5.375398,104.258881
11773,Asian tapir / Indian tapir,-5.375398,104.258881
11774,Three-striped ground squirrel,-5.375398,104.258881
11775,Tiger,-5.375398,104.258881
11776,Asiatic wild dog / Dhole,-5.375398,104.258881
11777,Yellow-throated marten,-5.375398,104.258881
11783,Hector's dolphin,-43.303195,172.96051
11785,Bottlenose dolphin,-28.333333,-48.833333
11801,South Andean deer / Huemul,-49.28214,-74.119263
11804,South Andean deer / Huemul,-49.28214,-74.119263
11809,South Andean deer / Huemul,-49.28214,-74.119263
11875,European beaver / Eurasian beaver,52,20
11876,European beaver / Eurasian beaver,52.4,5.5
11877,European beaver / Eurasian beaver,51.873735,5.913706
11878,European beaver / Eurasian beaver,51.75,4.77
11879,European beaver / Eurasian beaver,51.2,5.96
11880,European beaver / Eurasian beaver,53.13,6.7
11881,European beaver / Eurasian beaver,51.97,4.8
11882,European beaver / Eurasian beaver,47,8.8
11883,European beaver / Eurasian beaver,50.3,5.2
11884,European beaver / Eurasian beaver,47.4,8.7
11885,European beaver / Eurasian beaver,56.46,8.41
11886,European beaver / Eurasian beaver,54.903611,37.546667
11887,European beaver / Eurasian beaver,57,52.7
11888,European beaver / Eurasian beaver,52,13.6
11889,European beaver / Eurasian beaver,51.9,11.7
11893,Bottlenose dolphin,31.2117,-81.307339
11896,Bottlenose dolphin,26.55,-77.066667
11901,Humpback whale,-23.564057,172.701874
11929,Hawaiian monk seal,28.416667,-178.333333
11931,Dugong,-13.114722,143.517778
11932,Dugong,-10.093333,142.409444
11933,Dugong,-25.392778,152.952778
11967,Bottlenose dolphin,31.483429,-81.304715
11972,Hippopotamus,-13.01389,31.54583
12305,Fin whale,43.84,-58.93
12306,Humpback whale,50.078295,-63.877945
12307,Blue whale,50.078295,-63.877945
12324,Humpback whale,43.84,-58.93
12335,Wolverine,61.249167,-138.670556
12347,Harbour porpoise,51.454007,-128.235855
12349,Dall's porpoise,51.454007,-128.235855
12350,Pacific white-sided dolphin,51.454007,-128.235855
12351,Humpback whale,51.454007,-128.235855
12353,Fin whale,51.454007,-128.235855
12354,Killer whale / Orca,51.454007,-128.235855
12356,Minke whale,51.454007,-128.235855
12358,Harbour seal,51.454007,-128.235855
12372,North American deermouse / deer mouse,50.066667,-119.566667
12373,North American deermouse / deer mouse,49.666667,-119.883333
12374,Yellow-pine chipmunk,50.066667,-119.566667
12376,Meadow vole / Chihuahua vole,50.066667,-119.566667
12378,Dusky shrew / Montane shrew,50.066667,-119.566667
12387,Yellow-pine chipmunk,49.666667,-119.883333
12389,Meadow vole / Chihuahua vole,49.666667,-119.883333
12390,Dusky shrew / Montane shrew,49.666667,-119.883333
12422,Northern flying squirrel,49.321989,-122.798417
12423,Douglas's squirrel,49.321989,-122.798417
12424,Collared lemming / Northern collared lemming / Nearctic collared lemming,69.8,-122.666667
12429,Root vole,69.8,-122.666667
12438,Grey seal,43.934444,-59.931111
12445,Grey seal,44.8325,-62.623787
12449,Bowhead whale,70.005567,-134.78714
12504,Blue whale,43.84,-58.93
12534,Sowerbyâ€™s beaked whale,43.84,-58.93
12538,Long-finned pilot whale,43.48,-58.93
12540,Atlantic white-sided dolphin,43.84,-58.93
12546,Short-beaked common dolphin,43.84,-58.93
12548,Striped dolphin,43.84,-58.93
12554,House mouse,49.566667,-119.666667
12560,Montane vole,49.566667,-119.666667
12681,Mountain cottontail,49.604473,-119.676599
12685,Arctic fox,58.566667,-93.183333
12692,Fisher,45.200085,-75.23807
12693,Porcupine / North American porcupine,45.200085,-75.23807
